 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市人人乐商业有限公司,SP4406821110203838,06/07/2014,佛山市南海区西樵镇樵金南路215号第一层KF1至第二层KF2号商铺,预包装食品、散装食品、乳制品,批发兼零售, , ,22.954585,112.977386,西樵镇,S113(樵金中路)
 中油碧辟石油有限公司佛山南海南电加油站,SP4406821010058642,12/20/2015,佛山市南海区西樵二拱路段,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区丹灶杨鉴明烧腊档,SP4406821350075464,10/07/2016,佛山市南海区丹灶镇横江海滨开发区农贸市场84号,散装食品,零售, , ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区罗村竹林筠杂货店,SP4406821050167424,09/26/2016,佛山市南海区罗村乐城三路富安花园B区富宏阁富业阁首层商铺10号,预包装食品,零售, , ,23.070102,113.094797,大沥镇,副食日杂四街
 佛山市南海区丹灶镇畅能百货店,SP4406821350075430,10/07/2016,佛山市南海区丹灶镇有为大道10号首层6号铺,预包装食品、乳制品,零售, , ,23.041377,112.912551,丹灶镇,有为大道
 佛山市南海区西樵乐怡乐杂货店,SP4406821350074961,09/26/2016,佛山市南海区西樵崇南工业区永兴丝织厂门前首层商铺,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区里水品穗商店,SP4406821250238465,02/23/2015,佛山市南海区里水镇桂和路大冲路段佛山市现通物流市场开发有限公司内综合楼（二）20-21号,预包装食品、乳制品,零售, , ,23.155767,113.122127,里水镇,桂和路辅路
 佛山市南海区精力沛食品经营部,SP4406821150231658,12/18/2014,佛山市南海区桂城海三西路十九号翠庭轩六幢9号铺位,预包装食品,批发兼零售, , ,23.052301,113.12698,桂城街道,海四路
 佛山市南海区大沥鑫盛烟酒商行,SP4406821350075122,09/26/2016,佛山市南海区大沥镇盐步广佛路横江段6号冠曦苑2号楼105铺,预包装食品、乳制品,零售, , ,23.111056,113.166948,大沥镇,广佛路
 佛山市南海区大拇指儿童百货店,SP4406821350075139,09/26/2016,佛山市南海区狮山镇罗村府前路金盛广场三层3025号,预包装食品、乳制品,零售, , ,23.059621,113.047597,狮山镇,府前路
 佛山市南海区通贤小卖部,SP4406821350075544,10/09/2016,佛山市南海区狮山镇广云路兴贤文行工业区“松头岗”,预包装食品、散装食品、乳制品,零售, , ,23.129789,113.070779,狮山镇,S263(广云路)
 佛山市南海区九江宏宏酒坊,SP4406821350075376,10/07/2016,佛山市南海区九江镇教育路九江好万家购物广场一楼B区3号铺位,预包装食品、散装食品,零售, , ,22.836514,113.001536,九江镇,X526(教育路)
 佛山市南海区佳茗淳茶行,SP4406821050165371,09/25/2016,佛山市南海区桂城街道东二社区服务中心二期首层之三,预包装食品,批发兼零售, , ,23.029504,113.149426,桂城街道,南新三路
 佛山市南海区源仔海味副食品店,SP4406821350075034,09/26/2016,佛山市南海区桂城街道夏平路北侧自编M33号铺,预包装食品,零售, , ,23.044764,113.167633,桂城街道,夏平路
 佛山市大康健贸易有限公司,SP4406021110108047,07/20/2014,佛山市南海区桂城街道夏西罗芳荔枝墩工业区,预包装食品、乳制品,批发兼零售, , ,23.039034,113.193397,桂城街道,培正路
 佛山市南海区汇信百货店,SP4406821050165541,09/26/2016,佛山市南海区桂城平洲商业城康怡花园第5幢35号商铺,预包装食品,零售, , ,23.035916,113.18745,桂城街道,怡居路
 佛山市南海区喜相逢杂货店,SP4406821350075000,09/26/2016,佛山市南海区桂城南桂西路12号1座首层之三,预包装食品,零售, , ,23.034199,113.125312,祖庙街道,南桂西路
 佛山市南海松岗万谷杂货店,SP4406821250237608,02/16/2015,佛山市南海区松岗桃园一路28号,预包装食品,批发兼零售, , ,23.146359,113.093701,狮山镇,桃园一路
 佛山市南海区九江石坤祥日杂店,SP4406821050173267,09/28/2016,佛山市南海区九江镇下北村大伸樵江路七巷1号,预包装食品,零售, , ,22.852849,113.001046,九江镇,樵江路七巷
 佛山市南海龙驹贸易商行,SP4406821350242103,09/26/2016,佛山市南海区大沥镇黄岐六联怡兴村怡富街1号,预包装食品,零售, , ,23.110739,113.179149,大沥镇,新村一街
 佛山金元羚康业贸易有限公司,SP4406821010166453,09/25/2016,佛山市南海区桂城街道平洲怡海路海逸城市花园芭堤蓝湾首层19号,预包装食品、散装食品、乳制品,批发兼零售, , ,23.020153,113.172308,桂城街道,平西大道
 佛山市南海区友享小卖部,SP4406821050171760,10/28/2016,佛山市南海区狮山狮北银岗直街24号,预包装食品,零售, , ,23.089231,113.170235,大沥镇,盐步直街
 佛山市南海区乐彩商店,SP4406821350077827,10/29/2016,佛山市南海区狮山镇罗村联星村民委员会南区商业城综合楼二（联星村南区商业广场一楼东面楼梯口）,预包装食品,零售, , ,23.055613,113.04271,狮山镇,城中路
 佛山市南海区福升商务宾馆,SP4406821310077572,10/29/2016,佛山市南海区桂城平洲永安北路56号,预包装食品,零售, , ,23.035026,113.20711,桂城街道,永安北路
 佛山市南海区西樵农全商店,SP4406821350077312,10/27/2016,佛山市南海区西樵镇朝阳铺位西侧8号铺,预包装食品、乳制品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市南海区大沥夏伟日用品便利店,SP4406821050173849,10/23/2016,佛山市南海区大沥沥西大道仁厚村路段（大沥工商分局对面）A区一号楼第1-2号商铺,预包装食品,零售, , ,23.12463,113.099635,大沥镇,松岗大道南辅路
 佛山市南海区福怡宾馆,SP4406821310077343,10/29/2016,佛山市南海区桂城街道平洲永安中路3号,预包装食品,零售, , ,23.033072,113.205474,桂城街道,永安中路
 佛山市南海区九江威耀日用品店,SP4406821350077538,10/28/2016,佛山市南海区九江远和综合市场雪糕档1号,预包装食品,零售, , ,23.028292,113.173175,桂城街道,深海路
 佛山市佛心医药连锁有限公司心和分店,SP4406821310077360,10/27/2016,佛山市南海区大沥沥西敦和村新区南和里1号商铺,预包装食品、乳制品,零售, , ,23.111295,113.091404,大沥镇,北海村街前街
 佛山市南海区醇旅贸易商行,SP4406821350077562,10/29/2016,佛山市南海区桂城街道海七路39号保利花园商铺043号之二,预包装食品,批发兼零售, , ,23.067498,113.14742,桂城街道,锦园路
 佛山市南海沙头佳配杂货店,SP4406821350077763,10/29/2016,佛山市南海区九江镇沙头石江星月桥九队铺位,预包装食品、乳制品,零售, , ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区里水好胜客商店,SP4406821350078057,11/03/2016,佛山市南海区里水镇麻奢红绿灯综合楼首层,预包装食品、散装食品、乳制品,零售, , ,23.216896,113.113093,里水镇,里官路
 佛山市南海区子与民食品商行,SP4406821350077048,10/23/2016,佛山市南海区大沥大发市场西排503号商铺,预包装食品,批发兼零售, , ,23.109734,113.124559,大沥镇,广佛路
 佛山市南海区桂城玉姐水果店,SP4406821350045635,03/06/2016,佛山市南海区桂城街道东二新村288号首层之二,预包装食品,零售, , ,23.028525,113.144426,桂城街道,南新二路
 佛山市南海茶宝麦田茶业有限公司,SP4406821310065294,07/10/2016,佛山市南海区大沥镇盐步东秀高村综合楼A座二楼A22号之一,预包装食品,批发兼零售, , ,23.019326,113.117382,祖庙街道,岭南大道
 佛山市南海区桂城明贵烧腊店,SP4406821350077642,06/30/2014,佛山市南海区桂城石四村西新孖塘泛阳新街市场烧腊3号档,散装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区松岗鸿锵饮品店,SP4406821350078161,11/03/2016,佛山市南海区狮山镇松岗工业大道显纲路段显纲商业楼首层13-14号铺,预包装食品,零售, , ,23.133856,113.098702,狮山镇,X493(松岗大道南)
 佛山市南海格海食品商行,SP4406821350077353,10/27/2016,佛山市南海区大沥镇盐步环球水产交易市场三鸟冻品区10座第4号铺位,预包装食品,批发兼零售, , ,23.110985,113.149937,大沥镇,平安大道
 佛山市南海区锦灿小卖部,SP4406821350077431,10/28/2016,佛山市南海区狮山镇白沙桥大岗2号铺,预包装食品、乳制品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵亮商小卖部,SP4406821350077290,10/27/2016,佛山市南海区西樵镇河岗开发区,预包装食品、乳制品,零售, , ,22.948726,112.902939,西樵镇,河岗大道
 佛山市南海区大沥尚众食品商行,SP4406821350077056,10/23/2016,佛山市南海区大沥镇沥雅路8号一德名苑26栋首层A018号商铺,预包装食品、乳制品,批发兼零售, , ,23.130756,113.111838,大沥镇,S55(二广高速广州支线)
 佛山市南海区里水兴杰百货店,SP4406821350077667,10/29/2016,佛山市南海区里水镇甘蕉西线公路边店铺（编号为123号）,预包装食品、乳制品,零售, , ,23.173868,113.136641,里水镇,北向街
 佛山市南海区官窑良成面店,SP4406821250006691,04/09/2015,佛山市南海区狮山镇官窑市场北四座13、18号,预包装食品、散装食品,零售, , ,23.228706,113.077805,狮山镇,官窑大道
 佛山市南海区盐步河西步记杂货店,SP4406821350077345,10/27/2016,佛山市南海区大沥镇盐步河西河三村六巷5号首层,预包装食品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区罗村乐安恒德副食品购销部,SP4406821150230243,12/07/2014,佛山市南海区狮山镇罗村佛山中南农产品交易中心中二区B066-067号铺,预包装食品、散装食品、乳制品,批发兼零售, , ,23.070399,113.093699,狮山镇,副食日杂三街
 佛山市南海区湘贵杂货店,SP4406821350076800,10/21/2016,佛山市南海区狮山镇罗村乐安乐城三路三街4号十号楼首层物业,预包装食品、乳制品,零售, , ,23.128505,113.07882,狮山镇,S263(广云路)
 佛山市南海区南洪商贸有限公司,SP4406821310076805,10/21/2016,佛山市南海区桂城街道简平路2号怡翠馨园首层065号商铺,预包装食品,零售, , ,23.030116,113.16512,桂城街道,佛山一环辅路
 佛山市南海区罗村包军民百货店,SP4406821350076834,10/21/2016,佛山市南海区狮山镇罗村罗湖中路罗湖花园紫荆阁A座首层A6号车房,预包装食品、乳制品,零售, , ,23.061584,113.05083,狮山镇,罗湖中路
 佛山市南海区里水乐屋商店,SP4406821350077579,10/29/2016,佛山市南海区里水镇沿江西路3号里水第一城15座1梯04号商铺之一,预包装食品、散装食品、乳制品,零售, , ,23.198468,113.158457,里水镇,朝阳路
 佛山市南海区桂城麒麟山矿泉水店,SP4406821350076787,10/21/2016,佛山市南海区桂城街道季华路南侧桂业路东侧地段10号之一,预包装食品,零售, , ,23.01361,113.151896,桂城街道,桂业路
 佛山市南海区桂城皇冠蛋糕店东二分店,SP4406821010173047,10/20/2016,佛山市南海区桂城东二路103铺,预包装食品兼散装食品,零售, , ,23.029851,113.1495,桂城街道,南新三路
 佛山市南海区丽苑水果店,SP4406821350076818,10/21/2016,佛山市南海区桂城海四路10号丽雅苑21号商铺之一,预包装食品,零售, , ,23.053701,113.133665,桂城街道,海四路
 佛山市南海区金盏源海味商行,SP4406821350076826,10/21/2016,佛山市南海区桂城超益农贸市场内球馆门口2号铺,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海澳韵茶商行,SP4406821350076906,06/30/2014,佛山市南海区黄岐广佛路大转湾238号凯民茶博城内A8座首层a7号,预包装食品、散装食品,批发兼零售, , ,23.108261,113.176171,大沥镇,广佛路
 佛山市南海区温金明豆制品店,SP4406821350078145,11/03/2016,佛山市南海区桂城街道夏平路北侧自编B28号,散装食品,批发兼零售, , ,23.044764,113.167633,桂城街道,夏平路
 佛山市南海区鑫佛平大药房,SP4406821250042270,12/30/2015,佛山市南海区大沥镇黄岐漖表华南花鸟鱼宠批发市场C6号楼01商铺,预包装食品、散装食品、乳制品,零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区桂城前生杂货店,SP4406821350076779,10/21/2016,佛山市南海区桂城街道涌口村前会堂边10号商铺,预包装食品,零售, , ,22.996666,113.121738,石湾镇街道,港口路
 佛山市南海区西樵泳泰杂货店,SP4406821350077021,10/23/2016,佛山市南海区西樵镇百西村委会拾六队小组（原沙场）商铺,预包装食品、乳制品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市南海区绿色方圆茶叶经销部,SP4406821350076795,10/21/2016,佛山市南海区桂城南一路23号名苑三区首层商铺D座27号,预包装食品,零售, , ,23.053015,113.128528,桂城街道,海四路
 佛山市南海区诗艾百货商店,SP4406821050173672,10/24/2016,佛山市南海区丹灶镇罗行村罗下西路罗行商贸城1座首层22号商业铺位,预包装食品,零售, , ,23.034715,112.959516,丹灶镇,罗下西路
 佛山市南海区里水意生活坊商店,SP4406821350077587,10/29/2016,佛山市南海区里水镇南盐公路合生君景湾君雅庭4栋商铺118室,预包装食品、乳制品,零售, , ,23.139017,113.165221,里水镇,里水大道
 佛山市南海润诺酒行,SP4406821050171743,10/21/2016,佛山市南海区大沥镇盐步横江大道沙海工业区110号,预包装食品,零售, , ,23.126157,113.160163,大沥镇,沙海大街
 佛山市南海易宏百货店,SP4406821350077909,10/30/2016,佛山市南海区狮山镇沙头村民委员会文贵村一巷2号首层,预包装食品、乳制品,批发兼零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区迎客平百货店,SP4406821350077423,10/28/2016,佛山市南海区狮山镇朗下村委杨坳村小组挽坑（王月荣自编7号商铺）,预包装食品、乳制品,零售, , ,23.15168,113.002133,狮山镇,茶田大街
 佛山市南海区豪吧酒吧,SP4406821350242195,10/27/2016,佛山市南海区大沥镇黄岐沿江路（黄岐大桥东侧）物业首层、夹层,预包装食品,零售, , ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区大沥巨才食品商行,SP4406821350077089,10/23/2016,佛山市南海区大沥沥东芦村新铺64号,预包装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区良硕贸易有限公司,SP4406821310076830,10/21/2016,佛山市南海区桂城南一路62号5号商铺,预包装食品,批发兼零售, , ,23.05491,113.130146,桂城街道,南一路
